id,专利类型,案件受理年份,案件判决年份,专利权人是否为外国人,原告数量,原告类型,被告数量,被告类型,侵权企业规模,请求赔偿金额,地区变量,侵权行为数量,是否恶意侵权,赔偿金额
1285,2,2017,2018,0,0,1,1,1,4,2,7,4,0,1
1286,2,2017,2018,0,0,1,0,1,4,2,7,4,0,1
1287,2,2017,2017,0,0,1,0,1,3,2,3,5,0,1
1288,2,2017,2018,0,0,1,0,1,3,2,2,5,0,2
1289,2,2017,2018,0,0,1,0,1,6,2,2,5,0,2
1290,2,2018,2018,0,0,1,0,0,2,2,2,2,1,0
1291,2,2018,2018,0,0,1,0,0,1,1,1,5,0,1
1292,2,2017,2017,0,0,1,0,1,2,3,4,4,0,2
1293,2,2018,2018,0,0,1,1,1,3,2,7,5,0,1
1294,2,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1295,2,2018,2018,0,0,1,0,1,4,0,3,5,0,2
1296,2,2018,2018,0,0,1,0,1,3,2,3,5,0,1
1297,2,2018,2018,0,0,1,0,0,1,2,3,5,0,1
1298,2,2018,2018,0,0,1,0,0,1,0,3,5,0,1
1299,2,2017,2016,0,0,1,1,1,6,0,3,5,0,2
1300,2,2018,2018,0,0,1,0,1,4,2,3,5,0,1
1301,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1302,2,2019,2019,0,0,1,0,0,1,2,6,5,0,1
1303,2,2018,2018,0,0,1,0,1,3,2,3,5,0,1
1304,2,2018,2018,0,0,1,0,1,4,2,3,5,0,1
1305,2,2018,2018,0,0,1,0,1,4,2,1,5,0,1
1306,2,2016,2016,0,0,1,1,1,3,2,4,3,0,1
1307,2,2016,2017,0,0,1,1,1,5,2,4,4,0,2
1308,2,2016,2017,0,0,1,1,1,6,3,4,4,0,1
1309,2,2016,2016,0,0,1,0,0,1,2,4,4,0,2
1310,2,2016,2016,0,0,1,0,0,1,2,4,4,0,1
1311,2,2016,2017,0,0,1,0,0,1,2,4,4,0,2
1312,2,2017,2018,0,0,1,0,1,3,2,4,5,0,2
1313,2,2018,2018,0,0,1,1,1,6,2,4,5,0,2
1314,2,2017,2017,0,0,1,0,1,3,2,4,5,0,2
1315,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1316,2,2017,2017,0,0,1,0,0,2,2,4,5,0,1
1317,2,2017,2017,0,0,1,0,0,1,2,4,5,0,1
1318,2,2017,2017,0,0,1,0,0,2,2,4,5,0,1
1319,2,2018,2018,0,0,1,0,0,1,1,1,5,0,1
1320,2,2018,2018,0,0,1,0,0,1,1,1,5,0,1
1321,2,2018,2019,0,0,1,1,0,1,1,1,5,0,1
1322,2,2018,2018,0,0,1,0,0,2,0,3,5,0,1
1323,2,2017,2017,0,0,1,0,0,2,2,4,5,0,2
1324,2,2017,2017,0,0,1,1,0,3,2,4,5,0,2
1325,2,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1326,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1327,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1328,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1329,2,2017,2017,0,0,1,0,0,2,2,3,5,0,1
1330,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1331,2,2017,2017,0,0,1,0,0,1,2,4,5,0,1
1332,2,2018,2018,0,0,1,0,0,1,2,7,5,0,1
1333,2,2017,2017,0,0,1,0,1,5,3,4,5,0,2
1334,2,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1335,2,2018,2018,0,0,1,0,0,1,2,3,5,0,1
1336,2,2018,2018,0,0,1,0,0,1,2,3,5,0,1
1337,2,2017,2017,0,0,1,1,0,1,2,3,5,0,1
1338,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1339,2,2018,2018,0,0,1,0,0,2,2,3,5,0,1
1340,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1341,2,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1342,2,2018,2018,0,0,1,0,0,1,2,7,5,0,1
1343,2,2018,2018,0,0,1,1,0,3,2,7,5,0,1
1344,2,2018,2018,0,0,1,0,0,1,2,7,5,0,1
1345,2,2017,2017,0,0,1,0,0,2,2,4,5,0,2
1346,2,2017,2017,0,0,1,0,0,1,3,4,2,0,1
1347,2,2017,2017,0,0,1,1,1,6,2,4,5,0,1
1348,2,2017,2017,0,0,1,1,1,6,4,3,5,0,2
1349,2,2017,2018,0,0,1,1,1,6,2,3,5,0,2
1350,2,2017,2018,0,0,1,0,0,1,2,4,5,0,7
1351,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1352,2,2018,2018,0,0,1,0,1,3,2,7,5,0,1
1353,2,2018,2018,0,0,1,1,1,3,2,7,5,0,1
1354,2,2017,2017,0,0,1,0,0,2,2,1,5,0,1
1355,2,2018,2018,0,0,1,0,0,1,2,3,5,0,1
1356,2,2017,2017,0,0,1,0,0,1,3,4,2,0,1
1357,2,2017,2017,0,0,1,0,0,1,3,4,2,0,1
1358,2,2017,2017,0,0,1,0,0,1,3,4,2,0,1
1359,2,2017,2017,0,0,1,0,1,3,3,4,2,0,1
1360,2,2018,2018,0,0,1,0,0,1,2,4,5,0,1
1361,2,2018,2018,0,0,1,0,0,1,2,4,5,0,1
1362,2,2017,2019,0,0,1,0,1,6,3,2,5,0,1
1363,2,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1364,2,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1365,2,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1366,2,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1367,2,2017,2017,0,0,1,0,1,4,2,3,5,0,1
1368,2,2016,2017,0,0,1,0,1,2,2,4,5,0,2
1369,2,2017,2017,0,0,1,0,0,1,2,4,4,0,1
1370,2,2017,2018,0,0,1,0,0,2,2,1,5,0,1
1371,2,2017,2018,0,0,1,0,0,2,2,1,5,0,1
1372,2,2017,2018,0,0,1,0,0,2,2,1,5,0,1
1373,2,2018,2018,0,0,1,0,0,1,2,1,5,0,1
1374,2,2018,2018,0,0,1,0,0,2,2,1,5,0,1
1375,2,2018,2018,0,0,1,0,0,2,2,1,5,0,1
1376,2,2017,2017,0,0,1,1,1,6,2,3,4,1,0
1377,2,2018,2018,0,0,1,0,0,2,2,3,5,0,1
1378,2,2017,2018,0,0,1,0,1,5,2,3,5,0,1
1379,2,2017,2018,0,0,1,1,1,6,0,3,5,0,2
1380,2,2017,2017,0,0,1,0,1,2,2,4,4,0,2
1381,2,2016,2017,0,0,1,0,1,3,2,4,5,0,2
1382,2,2016,2017,0,0,1,0,1,3,2,4,5,0,2
1383,2,2017,2018,0,0,1,0,1,3,2,4,5,0,2
1384,2,2017,2018,0,0,1,0,1,2,2,4,5,0,2
1385,2,2016,2017,0,0,1,0,1,3,3,4,5,0,2
1386,2,2017,2018,0,0,1,1,1,4,4,4,5,0,2
1387,2,2017,2018,0,0,1,0,1,3,3,4,5,0,2
1388,2,2018,2019,0,0,1,0,0,1,2,4,5,0,2
1389,2,2017,2018,0,0,1,0,1,2,3,4,5,0,2
1390,2,2016,2017,0,0,1,0,1,2,2,4,5,0,2
1391,2,2018,2019,0,0,1,0,1,4,3,4,5,0,2
1392,2,2017,2018,0,0,1,0,1,3,2,4,5,0,2
1393,2,2017,2018,0,0,1,0,1,2,0,4,4,0,2
1394,2,2017,2018,0,0,1,0,1,3,2,4,5,0,2
1395,2,2017,2017,0,0,1,0,0,1,0,4,4,0,2
1396,2,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1397,2,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1398,2,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1399,2,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1400,2,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1401,2,2018,2018,0,0,1,0,0,1,2,1,5,0,1
1402,2,2018,2018,0,0,1,0,0,1,2,1,5,0,1
1403,2,2018,2018,0,0,1,0,0,1,2,1,5,0,1
1404,2,2018,2018,0,0,1,0,0,1,2,1,5,0,1
1405,2,2018,2018,0,0,1,0,0,1,2,1,5,0,1
1406,2,2018,2018,0,0,1,0,0,1,2,1,5,0,1
1407,2,2018,2018,0,0,1,0,0,1,2,1,5,0,1
1408,2,2018,2018,0,0,1,0,1,5,2,3,5,0,2
1409,2,2018,2018,0,0,1,0,0,1,2,4,4,0,2
1410,2,2017,2017,0,0,1,0,1,4,2,3,5,0,2
1411,2,2017,2017,0,0,1,0,1,6,3,3,5,0,2
1412,2,2018,2018,0,0,1,0,0,2,0,3,5,0,1
1413,2,2018,2018,0,0,1,0,0,2,2,3,5,1,0
1414,2,2018,2019,0,0,1,0,1,4,1,1,5,0,1
1415,2,2018,2018,0,0,1,0,0,1,2,3,5,0,1
1416,2,2016,2017,0,0,1,0,1,2,2,4,5,0,2
1417,2,2017,2017,0,0,1,0,0,1,3,3,5,0,2
1418,2,2017,2017,0,0,1,0,1,3,3,3,5,0,1
1419,2,2017,2017,0,0,1,0,1,4,2,3,5,0,1
1420,2,2018,2018,0,0,1,0,0,1,2,3,5,0,1
1421,2,2017,2017,0,0,1,0,0,1,2,3,5,0,2
1422,2,2016,2017,0,0,1,0,0,1,2,4,4,1,0
1423,2,2016,2017,0,0,1,0,1,2,2,4,5,0,2
1424,2,2018,2018,0,0,1,0,0,1,2,7,5,0,1
1425,2,2017,2017,0,0,1,0,0,1,2,4,4,0,1
1426,2,2017,2017,0,0,1,1,0,1,2,4,4,0,1
1427,2,2018,2018,0,0,1,0,0,2,2,3,5,0,1
1428,2,2018,2018,0,0,1,0,0,2,2,3,5,0,1
1429,2,2018,2018,0,0,1,0,0,2,2,3,5,0,1
1430,2,2018,2018,0,0,1,0,0,2,2,3,5,0,1
1431,2,2018,2018,0,0,1,0,0,2,2,3,5,0,1
1432,2,2018,2018,0,0,1,0,0,2,0,3,5,0,1
1433,2,2018,2018,0,0,1,0,0,2,0,3,5,0,1
1434,2,2018,2018,0,0,1,0,0,2,2,3,5,0,1
1435,2,2018,2018,0,0,1,0,0,2,0,3,5,0,1
1436,2,2018,2018,0,0,1,0,0,2,0,3,5,0,1
1437,2,2018,2018,0,0,1,0,0,2,0,3,5,0,1
1438,2,2018,2018,0,0,1,0,0,2,2,3,5,0,2
1439,2,2017,2017,0,0,1,0,1,4,2,3,5,0,1
1440,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1441,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1442,2,2018,2018,0,0,1,0,0,1,2,3,5,0,1
1443,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1444,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1445,2,2018,2018,0,0,1,0,0,1,2,3,5,0,2
1446,2,2019,2019,0,0,1,0,0,2,2,7,5,0,1
1447,2,2018,2018,0,0,1,0,0,1,2,7,5,0,1
1448,2,2019,2019,0,0,1,0,0,2,2,5,5,0,1
1449,2,2018,2018,0,0,1,0,0,1,2,3,5,0,1
1450,2,2018,2018,0,0,1,0,0,1,2,7,5,0,1
1451,2,2017,2017,0,0,1,0,0,1,2,4,5,0,2
1452,2,2018,2018,0,0,1,0,0,1,1,1,5,0,1
1453,2,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1454,2,2018,2018,0,0,1,0,1,2,2,7,5,0,1
1455,2,2018,2019,0,0,1,0,1,6,2,7,4,0,2
1456,2,2017,2017,0,0,1,0,1,3,0,7,4,0,1
1457,2,2018,2018,0,0,1,0,0,1,2,3,5,0,2
1458,2,2019,2019,0,0,1,0,0,2,2,3,5,0,1
1459,2,2018,2018,0,0,1,0,0,1,1,1,5,0,1
1460,2,2018,2018,0,0,1,0,0,1,1,1,5,0,1
1461,2,2018,2018,0,0,1,0,0,1,1,1,5,0,1
1462,2,2018,2018,0,0,1,0,0,2,1,1,5,0,1
1463,2,2017,2018,0,0,1,1,1,3,2,1,5,0,1
1464,2,2017,2018,0,0,1,1,0,1,2,3,5,1,0
1465,2,2017,2017,0,0,1,0,0,1,3,4,5,0,2
1466,2,2018,2018,0,0,1,0,0,1,2,3,5,0,2
1467,2,2018,2018,0,0,1,0,0,1,2,3,5,0,2
1468,2,2018,2018,0,0,1,0,0,2,2,3,5,0,2
1469,2,2017,2017,0,0,1,0,0,1,2,4,4,1,0
1470,2,2017,2017,0,0,1,0,0,1,4,3,5,0,4
1471,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1472,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1473,2,2017,2017,0,0,1,0,0,1,2,3,5,0,1
1474,2,2018,2018,0,0,1,0,0,2,1,1,5,0,1
1475,2,2018,2018,0,0,1,0,0,2,1,1,5,0,1
1476,2,2018,2018,0,0,1,0,0,2,1,1,5,0,1
1477,2,2018,2018,0,0,1,0,0,1,1,1,5,0,1
1478,2,2019,2019,0,0,1,0,1,2,2,6,5,0,1
1479,2,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1480,2,2018,2018,0,0,1,0,0,2,2,7,5,0,1
1481,2,2018,2018,0,0,1,0,1,2,2,7,5,0,1
1482,2,2018,2019,0,0,1,0,1,5,4,3,4,1,0
1483,2,2017,2018,0,0,1,0,1,6,3,7,4,0,2
1484,2,2016,2016,0,0,1,0,1,6,0,3,5,0,2
1485,2,2015,2016,0,0,1,0,1,6,4,3,4,1,0
1486,2,2017,2017,0,0,0,0,0,2,3,3,2,0,2
1487,2,2016,2016,0,0,0,0,0,1,1,7,5,0,1
1488,2,2016,2017,0,0,0,1,1,6,4,4,5,0,2
1489,2,2017,2018,0,0,0,1,1,4,3,3,5,0,2
1490,2,2016,2016,0,0,0,0,0,1,4,7,4,0,3
1491,2,2015,2016,0,0,0,0,1,4,2,3,4,1,0
1492,2,2018,2018,0,0,0,1,1,4,3,3,5,0,2
1493,2,2015,2016,0,0,0,0,1,3,0,4,3,0,2
1494,2,2015,2016,0,0,0,1,1,5,0,4,4,1,0
1495,2,2014,2015,0,0,0,0,0,1,4,3,5,0,2
1496,2,2017,2017,0,1,0,0,0,1,0,4,5,0,4
1497,2,2018,2018,0,1,1,0,0,1,0,3,4,0,1
1498,2,2018,2018,0,1,1,0,0,1,0,3,4,0,1
1499,2,2016,2017,0,0,0,0,1,3,3,4,4,0,1
1500,2,2018,2018,0,0,0,0,1,4,0,1,5,0,2
1501,2,2018,2018,0,0,0,0,1,3,3,4,4,0,2
1502,2,2017,2018,0,0,0,0,1,2,3,4,5,0,2
1503,2,2018,2018,0,0,0,0,0,1,0,1,5,0,1
1504,2,2018,2018,0,0,0,1,1,5,0,1,5,0,1
1505,2,2017,2018,0,0,0,0,1,3,3,2,5,0,2
1506,2,2016,2017,0,0,0,0,1,5,2,4,4,1,0
1507,2,2016,2016,0,0,0,0,0,2,3,4,5,0,2
1508,2,2015,2016,0,0,0,0,1,6,2,4,5,1,0
1509,2,2017,2017,0,0,0,0,0,2,0,7,4,0,2
1510,2,2015,2015,0,0,1,1,1,4,5,3,5,0,4
1511,2,2015,2016,0,0,1,1,1,4,0,3,5,0,4
1512,2,2015,2015,0,0,1,1,1,3,4,4,4,0,2
1513,2,2019,2019,0,0,0,0,1,6,0,7,5,0,1
1514,2,2016,2016,0,0,0,0,1,3,0,4,5,0,2
1515,2,2018,2018,0,0,0,1,1,6,2,3,4,1,0
1516,2,2015,2016,0,0,1,0,1,6,4,3,5,0,2
1517,2,2015,2016,0,0,1,1,1,6,4,3,5,0,1
1518,2,2015,2016,0,0,1,1,1,6,0,3,5,0,3
1519,2,2016,2016,0,0,1,0,1,6,6,3,5,0,5
1520,2,2018,2018,0,0,1,0,1,6,0,3,5,0,2
1521,2,2016,2017,0,0,1,1,1,5,5,3,5,0,2
1522,2,2015,2016,0,0,0,1,1,6,2,3,4,0,2
1523,2,2015,2016,0,0,0,0,1,3,0,3,5,0,1
1524,2,2016,2016,0,0,0,1,1,3,4,3,4,0,2
1525,2,2015,2015,0,0,0,0,0,1,0,1,4,1,0
1526,2,2018,2018,0,0,0,0,1,3,0,6,4,1,0
1527,2,2017,2018,0,0,1,0,1,5,5,2,5,0,5
1528,2,2017,2017,0,0,1,0,1,3,0,4,4,1,0
1529,2,2014,2015,0,0,1,0,1,6,2,3,5,1,0
1530,2,2016,2016,0,0,0,1,1,4,5,4,5,0,5
1531,2,2017,2017,0,0,0,0,1,4,5,3,5,0,4
1532,2,2017,2017,0,0,1,0,1,6,4,1,4,0,3
1533,2,2017,2017,0,0,0,0,1,4,2,1,5,1,0
1534,2,2017,2017,0,0,0,0,1,3,2,1,5,1,0
1535,2,2017,2017,0,0,0,0,0,2,2,1,5,1,0
1536,2,2017,2017,0,0,0,0,0,2,2,1,5,1,0
1537,2,2017,2017,0,0,0,0,0,2,2,1,5,1,0
1538,2,2017,2017,0,0,0,0,0,1,2,1,5,1,0
1539,2,2017,2017,0,0,0,0,0,2,2,1,5,1,0
1540,2,2017,2017,0,0,0,0,0,2,2,1,5,1,0
1541,2,2017,2017,0,0,0,0,0,1,2,1,5,1,0
1542,2,2017,2017,0,0,0,0,0,2,2,1,5,1,0
1543,2,2017,2017,0,0,0,0,0,2,2,1,5,1,0
1544,2,2017,2017,0,0,0,0,0,2,2,1,5,1,0
1545,2,2017,2017,0,0,0,0,0,2,2,1,5,0,1
1546,2,2017,2017,0,0,0,0,0,2,2,1,5,1,0
1547,2,2017,2017,0,0,0,0,1,4,2,1,5,1,0
1548,2,2017,2017,0,0,0,0,0,1,2,1,5,1,0
1549,2,2016,2016,0,0,0,1,0,3,3,4,4,0,1
1550,2,2014,2015,0,0,0,0,1,2,0,4,5,0,2
1551,2,2016,2016,0,0,0,0,1,3,3,4,4,0,2
1552,2,2017,2018,0,0,0,0,1,4,3,4,5,0,2
1553,2,2017,2018,0,0,0,0,1,3,2,4,5,0,2
1554,2,2018,2018,0,0,0,0,1,3,0,3,5,0,1
1555,2,2014,2015,0,0,1,1,1,6,6,3,5,0,4
1556,2,2017,2018,0,0,0,0,0,2,2,4,3,0,2
1557,2,2017,2018,0,0,0,0,0,2,2,4,3,0,2
1558,2,2018,2018,0,0,0,0,1,3,4,3,5,0,2
1559,2,2015,2016,0,0,0,0,0,2,2,4,4,1,0
1560,2,2015,2016,0,0,1,0,1,5,6,4,4,0,4
1561,2,2016,2017,0,0,1,0,0,2,4,3,5,0,2
1562,2,2019,2019,0,0,1,0,0,1,2,3,4,0,1
1563,2,2017,2017,0,0,1,0,0,2,2,3,5,0,2
1564,2,2017,2017,0,0,1,0,0,1,2,3,3,1,0
1565,2,2015,2016,0,0,0,1,1,6,0,3,5,1,0
1566,2,2018,2019,0,0,0,1,1,6,2,3,3,0,1
1567,2,2018,2018,0,0,0,1,1,6,4,3,5,1,0
1568,2,2016,2017,0,0,0,1,1,6,3,3,4,1,0
1569,2,2015,2015,0,0,0,0,0,1,2,7,5,0,1
1570,2,2017,2018,0,0,0,0,0,1,4,3,5,0,2
1571,2,2016,2016,0,0,0,0,0,2,2,4,5,0,1
1572,2,2018,2018,0,0,0,0,0,1,0,2,5,1,0
1573,2,2018,2018,0,0,0,0,1,3,0,2,5,1,0
1574,2,2018,2018,0,0,0,0,0,1,0,2,5,1,0
1575,2,2015,2017,0,0,0,0,1,3,3,2,5,1,0
1576,2,2018,2018,0,0,1,1,1,6,4,5,5,1,0
1577,2,2015,2016,0,0,0,1,0,3,4,1,5,1,0
1578,2,2014,2015,0,0,0,0,0,1,3,1,4,1,0
1579,2,2014,2015,0,0,0,0,0,1,2,2,5,0,2
1580,2,2016,2017,0,1,1,0,0,2,0,4,4,0,2
1581,2,2016,2017,0,0,0,1,0,3,0,4,4,0,2
1582,2,2016,2017,0,0,0,0,0,2,0,4,4,0,2
1583,2,2016,2017,0,0,0,0,0,2,0,4,4,0,2
1584,2,2017,2017,0,0,0,0,0,2,0,3,5,0,3
1585,2,2016,2016,0,0,0,0,0,1,0,3,4,1,0
1586,2,2018,2018,0,0,0,0,1,5,3,3,5,0,2
1587,2,2016,2016,0,0,1,0,1,5,5,3,5,0,3
1588,2,2015,2015,0,0,1,1,0,3,0,3,4,1,0
1589,2,2015,2017,0,0,0,1,1,4,5,4,5,0,2
1590,2,2017,2018,0,0,0,1,1,6,2,4,4,0,1
1591,2,2017,2018,0,0,0,1,1,4,2,4,4,0,2
1592,2,2017,2018,0,0,0,1,1,4,2,4,4,0,2
1593,2,2017,2018,0,0,0,1,1,5,2,3,5,0,2
1594,2,2017,2017,0,0,1,1,1,4,4,7,4,0,3
1595,2,2015,2015,0,0,0,1,1,5,4,3,5,0,2
1596,2,2017,2018,0,0,0,1,0,1,2,4,4,0,2
1597,2,2016,2017,0,0,1,0,1,5,5,2,5,0,4
1598,2,2017,2017,0,0,1,0,1,4,5,2,5,0,1
1599,2,2012,2016,0,0,0,1,1,4,2,3,4,1,0
1600,2,2014,2015,0,0,0,0,0,1,3,6,5,1,0
1601,2,2014,2015,0,0,0,0,0,1,2,3,5,1,0
1602,2,2015,2015,0,1,0,0,1,3,5,2,4,1,0
1603,2,2016,2016,0,0,1,0,1,5,0,4,4,0,2
1604,2,2015,2015,0,0,1,0,1,5,2,4,3,1,0
1605,2,2017,2017,0,0,1,0,1,6,2,1,5,0,2
1606,2,2014,2015,0,0,0,0,1,3,5,3,5,1,0
1607,2,2018,2018,0,0,0,1,0,3,0,4,5,0,2
1608,2,2016,2017,0,0,0,1,1,5,3,1,5,0,2
1609,2,2018,2018,0,0,0,1,1,6,3,4,5,0,2
1610,2,2014,2015,0,0,0,1,0,3,0,1,5,0,4
1611,2,2015,2017,0,0,0,0,1,3,3,4,5,0,2
1612,2,2017,2018,0,0,0,0,1,4,6,2,5,0,4
1613,2,2017,2017,0,0,0,1,1,6,4,3,5,0,2
1614,2,2016,2017,0,1,0,0,0,3,0,3,5,0,4
1615,2,2017,2018,0,0,0,1,1,6,0,3,5,1,0
1616,2,2016,2017,0,0,0,0,1,6,0,4,5,0,2
1617,2,2017,2018,0,0,0,0,1,4,4,3,5,0,2
1618,2,2017,2018,0,1,0,0,1,4,5,4,5,0,2
1619,2,2014,2015,0,1,0,0,0,1,3,4,5,0,2
1620,2,2016,2017,0,0,0,0,0,3,2,3,4,1,0
1621,2,2018,2018,0,0,0,1,1,5,3,4,4,0,2
1622,2,2018,2018,0,0,0,0,1,3,3,4,5,0,3
1623,2,2016,2016,0,0,1,0,1,6,4,7,4,0,2
1624,2,2017,2017,0,0,1,1,1,6,3,7,4,0,2
1625,2,2017,2017,0,0,0,0,0,2,0,3,5,0,2
1626,2,2016,2016,0,0,0,0,1,5,2,3,5,0,2
1627,2,2014,2016,0,0,0,0,0,1,2,6,5,1,0
1628,2,2017,2018,0,0,0,0,0,1,2,6,5,1,0
1629,2,2017,2018,0,0,0,0,1,3,2,4,5,0,2
1630,2,2015,2015,0,0,1,0,1,3,5,3,5,0,4
1631,2,2015,2015,0,0,0,0,0,1,2,4,5,0,2
1632,2,2016,2016,0,0,1,1,1,3,5,5,3,1,0
1633,2,2017,2017,0,1,0,1,1,6,3,3,5,0,3
1634,2,2017,2018,0,1,0,0,1,4,0,3,4,1,0
1635,2,2016,2017,0,0,0,0,1,3,0,4,5,0,2
1636,2,2015,2016,0,0,0,0,0,1,0,3,5,0,1
1637,2,2015,2015,0,0,0,0,0,2,2,3,5,0,2
1638,2,2017,2018,0,0,0,1,1,6,5,3,5,0,2
1639,2,2015,2015,0,0,0,0,1,6,0,3,5,1,0
1640,2,2015,2016,0,0,0,1,1,3,3,3,5,1,0
1641,2,2018,2018,0,0,0,0,0,2,2,3,4,1,0
1642,2,2014,2015,0,0,0,0,1,3,4,1,5,1,0
1643,2,2016,2017,0,0,0,1,1,4,2,4,5,0,2
1644,2,2014,2015,0,0,0,0,1,3,2,4,4,0,2
1645,2,2016,2018,0,1,0,0,1,3,4,4,5,0,2
1646,2,2017,2018,0,0,1,0,1,6,3,5,1,1,0
1647,2,2015,2015,0,0,0,0,1,5,2,2,4,1,0
1648,2,2018,2018,0,0,1,0,0,1,0,3,5,1,0
1649,2,2018,2018,0,0,1,1,1,4,4,2,3,0,1
1650,2,2019,2019,0,0,1,0,1,5,4,3,5,0,1
1651,2,2018,2019,0,0,1,0,1,5,5,4,5,0,5
1652,2,2017,2018,0,0,1,0,1,6,5,4,5,0,4
1653,2,2017,2018,0,0,1,0,1,3,0,3,5,0,2
1654,2,2015,2015,0,0,0,0,0,1,3,3,5,0,2
1655,2,2015,2017,0,0,0,1,1,6,4,3,5,1,0
1656,2,2013,2015,0,1,0,0,1,5,5,1,4,1,0
1657,2,2015,2016,0,0,1,0,1,4,0,2,4,1,0
1658,2,2018,2018,0,0,0,0,1,6,0,2,4,1,0
1659,2,2018,2018,0,0,0,1,1,4,2,2,4,0,2
1660,2,2016,2017,0,0,0,0,1,5,0,2,1,1,0
1661,2,2016,2016,0,0,0,0,0,1,3,2,5,0,2
1662,2,2017,2017,0,0,0,0,1,4,2,2,5,0,2
1663,2,2017,2017,0,0,0,0,1,4,2,2,5,0,2
1664,2,2018,2018,0,0,0,0,1,6,0,2,4,1,0
1665,2,2018,2018,0,0,0,1,1,6,2,2,4,1,0
1666,2,2016,2016,0,0,0,1,1,6,0,3,4,1,0
1667,2,2016,2017,0,0,0,0,1,6,0,3,2,1,0
1668,2,2017,2018,0,0,1,0,1,6,0,2,4,1,0
1669,2,2017,2018,0,0,0,1,1,6,2,3,4,0,2
1670,2,2014,2015,0,0,0,0,0,1,0,4,5,0,2
1671,2,2016,2017,0,0,0,1,1,3,2,4,5,0,2
1672,2,2015,2015,0,0,0,1,0,3,3,4,5,0,2
1673,2,2015,2015,0,0,0,1,1,4,3,4,5,0,2
1674,2,2016,2016,0,0,0,0,1,2,3,7,5,0,1
1675,2,2016,2016,0,0,0,0,1,2,3,7,5,0,1
1676,2,2016,2016,0,0,0,1,0,1,3,3,2,1,0
1677,2,2016,2016,0,0,1,0,0,1,0,3,5,1,0
1678,2,2014,2017,0,0,0,1,1,4,3,2,3,0,3
1679,2,2016,2016,0,0,0,0,0,2,0,4,3,0,3
1680,2,2018,2018,0,0,0,0,0,2,3,3,5,1,0
1681,2,2017,2017,0,0,0,0,1,5,0,4,4,0,4
1682,2,2017,2017,0,0,0,0,1,2,3,4,5,0,2
1683,2,2014,2015,0,0,0,0,1,6,0,1,2,0,2
1684,2,2016,2016,0,0,0,1,0,3,2,3,5,0,2
1685,2,2016,2016,0,0,0,1,0,1,2,3,5,0,2
1686,2,2014,2015,0,1,1,0,1,5,6,3,4,0,5
1687,2,2016,2018,0,0,1,1,1,6,4,4,5,0,2
1688,2,2015,2015,0,0,0,0,0,2,0,1,5,0,1
1689,3,2017,2017,1,0,1,0,1,2,4,3,5,0,2
1690,3,2015,2015,1,0,0,0,1,4,4,3,5,0,1
1691,3,2016,2017,1,0,1,0,1,3,6,3,5,0,4
1692,3,2017,2018,1,0,1,1,1,6,3,3,5,1,0
1693,3,2017,2018,1,0,1,1,1,4,3,3,5,0,2
1694,3,2017,2017,1,0,1,1,1,6,0,3,5,0,2
1695,3,2018,2019,0,0,0,0,0,2,0,4,5,0,2
1696,3,2014,2016,0,0,0,0,0,1,4,2,5,0,2
1697,3,2017,2017,0,0,0,0,1,3,2,4,5,0,2
1698,3,2016,2017,0,0,0,0,0,1,3,3,5,0,1
1699,3,2015,2015,0,0,0,0,0,2,3,3,4,0,2
1700,3,2015,2015,0,0,0,0,1,3,3,3,4,0,2
1701,3,2015,2015,0,1,1,1,0,6,2,3,5,1,0
1702,3,2017,2017,0,0,1,0,1,6,0,4,5,0,2
1703,3,2015,2016,0,0,1,0,1,3,2,4,3,1,0
1704,3,2018,2019,0,0,1,0,1,3,2,4,5,0,1
1705,3,2018,2019,0,0,1,0,1,3,2,4,5,0,1
