id,专利类型,案件受理年份,案件判决年份,专利权人是否为外国人,原告数量,原告类型,被告数量,被告类型,侵权企业规模,请求赔偿金额,地区变量,侵权行为数量,是否恶意侵权,赔偿金额
2127,3,2018,2018,0,0,0,1,1,6,2,3,4,1,0
2128,3,2016,2017,0,0,0,1,1,6,4,6,4,0,2
2129,3,2017,2017,0,0,0,1,1,4,3,4,5,0,2
2130,3,2018,2019,0,0,0,0,0,1,4,3,5,0,2
2131,3,2018,2019,0,0,0,0,1,3,3,3,5,0,2
2132,3,2018,2019,0,0,0,0,1,3,3,3,5,0,2
2133,3,2015,2015,0,0,0,0,1,3,0,2,5,1,0
2134,3,2017,2018,0,0,0,0,1,5,4,3,5,0,4
2135,3,2017,2018,0,1,1,0,1,3,2,4,4,1,0
2136,3,2017,2017,0,1,1,0,0,2,2,4,5,0,2
2137,3,2017,2017,0,1,1,0,0,1,0,4,5,1,0
2138,3,2018,2019,0,1,1,0,0,1,2,4,4,0,2
2139,3,2017,2018,0,0,0,1,1,6,2,4,3,1,0
2140,3,2015,2015,0,0,0,1,1,4,3,4,4,1,0
2141,3,2016,2017,0,0,0,1,1,6,2,4,5,0,2
2142,3,2018,2018,0,0,1,1,1,4,4,3,5,1,0
2143,3,2016,2016,0,0,1,0,0,1,0,4,5,0,1
2144,3,2017,2017,0,0,0,0,0,2,4,3,5,1,0
2145,3,2017,2018,0,0,0,1,1,4,4,3,5,0,2
2146,3,2014,2015,0,0,0,0,0,1,2,6,4,0,2
2147,3,2014,2015,0,0,0,0,0,1,2,6,4,0,2
2148,3,2014,2015,0,0,0,0,0,1,2,6,4,0,2
2149,3,2015,2016,0,0,0,1,1,2,3,4,5,0,2
2150,3,2019,2019,0,0,0,0,0,2,4,3,5,1,0
2151,3,2014,2015,0,0,0,1,1,4,2,4,4,0,1
2152,3,2014,2015,0,0,0,0,1,3,2,4,4,0,1
2153,3,2014,2015,0,0,0,0,1,3,2,4,4,0,1
2154,3,2014,2015,0,0,0,0,1,4,2,4,4,0,1
2155,3,2015,2015,0,0,0,0,0,2,3,3,4,0,2
2156,3,2017,2017,0,0,0,0,1,6,0,4,4,0,2
2157,3,2016,2017,0,0,0,0,1,4,2,3,5,0,2
2158,3,2017,2018,0,0,0,1,1,4,2,4,4,0,1
2159,3,2016,2016,0,0,0,0,1,6,2,4,5,0,2
2160,3,2014,2015,0,0,0,0,1,3,2,3,3,0,1
2161,3,2016,2016,0,0,0,0,0,1,2,4,5,0,1
2162,3,2016,2016,0,0,0,0,0,1,2,4,4,1,0
2163,3,2015,2016,0,0,0,0,1,5,2,4,5,0,2
2164,3,2015,2016,0,0,0,0,1,3,2,3,5,0,2
2165,3,2015,2015,0,0,0,0,1,3,0,3,5,0,1
2166,3,2017,2017,0,0,0,0,1,4,2,3,2,0,1
2167,3,2016,2016,0,0,0,0,0,2,2,4,5,0,2
2168,3,2016,2017,0,0,0,1,1,3,2,4,4,1,0
2169,3,2017,2017,0,0,0,0,0,2,2,4,5,0,2
2170,3,2016,2017,0,0,1,0,1,6,3,3,5,0,2
2171,3,2015,2015,0,0,0,0,1,6,3,4,3,1,0
2172,3,2018,2019,0,0,0,0,1,3,4,3,5,0,2
2173,3,2016,2016,0,0,0,0,1,3,0,3,5,0,2
2174,3,2018,2019,0,0,0,1,1,6,2,3,5,1,0
2175,3,2014,2015,0,0,0,0,1,2,2,4,5,1,0
2176,3,2016,2017,0,0,0,1,1,3,3,3,5,0,3
2177,3,2016,2016,0,0,0,1,1,6,5,4,5,0,2
2178,3,2017,2018,0,0,0,0,0,1,2,4,4,0,2
2179,3,2015,2016,0,0,0,0,0,1,2,4,4,0,2
2180,3,2017,2018,0,0,0,0,1,3,0,3,5,1,0
2181,3,2017,2017,0,0,0,0,1,5,4,3,5,0,3
2182,3,2014,2015,0,0,0,1,1,3,2,4,4,1,0
2183,3,2016,2017,0,0,0,1,0,3,2,4,5,0,2
2184,3,2018,2019,0,0,0,1,1,6,2,4,4,0,1
2185,3,2018,2018,0,0,1,0,1,4,4,5,4,0,2
2186,3,2015,2016,0,0,0,0,0,2,3,4,5,0,2
2187,3,2018,2019,0,0,0,0,1,3,2,3,5,1,0
2188,3,2019,2019,0,0,0,0,0,1,2,3,5,0,1
2189,3,2017,2017,0,0,0,1,1,4,4,4,4,0,2
2190,3,2017,2018,0,0,1,0,0,2,4,3,4,0,2
2191,3,2016,2017,0,0,1,0,0,2,4,3,5,0,2
2192,3,2017,2017,0,0,1,0,1,3,2,3,4,1,0
2193,3,2014,2015,0,0,1,1,1,6,0,3,5,0,4
2194,3,2016,2016,0,0,1,1,1,3,5,5,5,0,1
2195,3,2015,2015,0,0,1,0,1,6,0,5,5,1,0
2196,3,2019,2019,0,0,1,0,1,5,0,5,5,1,0
2197,3,2018,2018,0,0,1,1,0,1,0,7,5,0,3
2198,3,2017,2017,0,0,1,0,1,6,0,7,4,0,1
2199,3,2016,2016,0,0,1,1,1,6,3,7,5,0,2
2200,3,2018,2019,0,0,1,1,1,6,0,1,5,0,2
2201,3,2018,2019,0,0,1,1,1,4,4,1,4,0,2
2202,3,2015,2016,0,0,1,1,1,6,4,3,4,0,2
2203,3,2015,2016,0,0,1,1,1,6,5,3,4,0,2
2204,3,2018,2019,0,0,0,1,0,3,3,3,5,0,2
2205,3,2017,2017,0,0,1,0,1,6,0,4,5,0,2
2206,3,2017,2017,0,0,1,0,1,4,3,7,5,0,2
2207,3,2016,2017,0,1,1,0,1,6,0,2,4,1,0
2208,3,2017,2018,0,0,1,0,1,5,3,3,4,0,2
2209,3,2017,2019,0,0,1,1,1,3,5,4,4,1,0
2210,3,2016,2016,0,0,1,0,0,1,1,3,5,0,1
2211,3,2016,2016,0,0,0,0,1,2,4,2,5,0,2
2212,3,2017,2017,0,0,0,0,1,5,3,2,5,0,2
2213,3,2017,2017,0,0,0,0,1,4,3,2,3,1,0
2214,3,2016,2016,0,0,0,1,1,6,0,3,5,0,2
2215,3,2016,2016,0,0,0,1,1,6,0,3,3,1,0
2216,3,2017,2017,0,0,0,1,1,6,0,4,5,0,4
2217,3,2017,2017,0,0,0,1,1,6,2,7,5,0,1
2218,3,2016,2016,0,0,0,0,0,2,2,3,5,0,1
2219,3,2016,2016,0,0,0,1,1,6,4,2,5,0,2
2220,3,2016,2016,0,0,0,1,1,6,4,3,5,0,2
2221,3,2016,2017,0,0,0,1,1,6,5,4,5,0,2
2222,3,2016,2016,0,0,0,1,1,6,0,3,4,0,2
2223,3,2017,2017,0,0,0,0,1,6,4,3,5,0,2
2224,3,2016,2016,0,0,0,0,1,6,4,3,2,0,2
2225,3,2015,2016,0,0,0,0,0,1,2,5,5,1,0
2226,3,2017,2017,0,0,0,1,1,6,3,3,5,0,2
2227,3,2015,2015,0,0,0,0,0,1,4,3,4,1,0
2228,3,2016,2016,0,0,0,0,1,3,2,4,4,0,2
2229,3,2017,2018,0,0,0,1,1,4,2,4,4,1,0
2230,3,2015,2015,0,0,0,1,0,3,0,4,4,0,1
2231,3,2015,2015,0,0,0,0,0,2,2,4,4,1,0
2232,3,2014,2015,0,0,0,1,0,1,2,4,4,0,2
2233,3,2014,2015,0,0,0,1,0,1,2,4,4,0,2
2234,3,2015,2015,0,0,0,0,0,1,0,4,4,0,2
2235,3,2015,2015,0,0,0,0,0,1,3,4,4,0,2
2236,3,2015,2015,0,0,0,0,0,2,2,4,4,1,0
2237,3,2014,2015,0,0,0,0,0,1,2,3,4,1,0
2238,3,2017,2018,0,0,1,0,1,3,2,3,5,0,2
2239,3,2017,2017,0,0,1,0,1,3,2,3,5,0,2
2240,3,2018,2019,0,0,1,0,1,6,3,3,5,1,0
2241,3,2017,2017,0,0,1,1,1,6,4,3,5,0,2
2242,3,2018,2019,0,0,1,1,1,6,4,3,5,0,2
2243,3,2018,2019,0,0,1,0,0,2,3,3,5,0,2
2244,3,2018,2019,0,0,1,0,0,2,3,3,5,0,2
2245,3,2018,2019,0,0,1,0,0,2,3,3,5,0,2
2246,3,2018,2019,0,0,1,0,0,2,3,3,5,0,2
2247,3,2017,2018,0,0,1,0,1,4,2,3,5,0,2
2248,3,2017,2018,0,0,1,0,1,4,2,3,5,0,2
2249,3,2017,2017,0,0,1,0,1,5,3,3,5,0,2
2250,3,2018,2018,0,0,1,0,0,1,2,3,5,0,2
2251,3,2017,2017,0,0,1,1,1,6,4,3,5,0,2
2252,3,2019,2019,0,0,1,0,1,2,3,3,4,0,2
2253,3,2018,2019,0,0,1,0,0,1,2,3,3,0,1
2254,3,2017,2018,0,0,1,0,0,2,0,3,5,0,1
2255,3,2019,2019,0,0,1,0,0,2,1,7,3,0,1
2256,3,2019,2019,0,0,1,0,0,1,1,7,4,1,0
2257,3,2018,2019,0,0,1,1,0,3,1,7,5,1,0
2258,3,2018,2018,0,0,1,0,0,1,2,7,4,0,2
2259,3,2018,2018,0,0,1,0,0,2,2,7,4,1,0
2260,3,2018,2018,0,0,1,0,0,1,2,7,4,1,0
2261,3,2018,2019,0,0,1,0,0,1,2,1,4,1,0
2262,3,2019,2019,0,0,1,0,0,2,1,5,5,0,1
2263,3,2019,2019,0,0,1,0,0,1,1,5,5,0,1
2264,3,2019,2019,0,0,1,0,0,2,1,5,5,0,2
2265,3,2018,2018,0,0,1,0,0,1,1,5,3,0,1
2266,3,2018,2018,0,0,1,0,0,1,2,5,3,0,1
2267,3,2018,2018,0,0,1,0,0,1,2,5,4,1,0
2268,3,2018,2018,0,0,1,0,0,1,1,5,3,0,1
2269,3,2018,2018,0,0,1,0,0,1,1,5,3,0,1
2270,3,2018,2018,0,0,1,0,0,1,2,7,4,0,1
2271,3,2017,2019,0,0,1,0,0,2,2,1,5,0,1
2272,3,2017,2019,0,0,1,0,0,2,2,1,5,0,1
2273,3,2018,2019,0,0,1,0,0,1,2,3,3,0,1
2274,3,2018,2019,0,0,1,0,0,1,2,3,3,0,1
2275,3,2015,2015,0,0,1,0,1,2,3,3,4,1,0
2276,3,2017,2017,0,0,1,0,1,6,4,3,4,0,2
2277,3,2018,2019,0,0,1,1,1,4,3,3,5,0,2
2278,3,2016,2017,0,0,1,1,1,5,2,3,4,0,2
2279,3,2016,2017,0,0,1,1,1,6,2,3,4,0,2
2280,3,2018,2019,0,0,1,1,1,5,4,3,5,1,0
2281,3,2016,2017,0,0,1,0,1,3,3,3,4,1,0
2282,3,2018,2018,0,0,1,0,1,4,3,3,5,0,3
2283,3,2017,2017,0,0,1,0,1,5,4,3,3,1,0
2284,3,2019,2019,0,0,1,0,1,5,0,3,5,0,2
2285,3,2017,2017,0,0,1,0,1,3,2,3,5,0,2
2286,3,2018,2018,0,0,1,1,1,6,5,3,5,0,3
2287,3,2015,2015,0,0,1,1,0,1,0,4,4,0,1
2288,3,2016,2016,0,0,1,0,1,2,0,3,5,0,2
2289,3,2016,2017,0,0,1,0,1,3,5,3,5,0,2
2290,3,2016,2017,0,0,1,0,0,1,2,3,5,0,3
2291,3,2019,2019,0,0,1,0,1,3,2,3,4,0,2
2292,3,2016,2017,0,0,1,1,1,6,2,3,4,0,2
2293,3,2018,2019,0,0,1,1,1,6,2,3,4,0,2
2294,3,2018,2018,0,0,0,0,0,1,3,3,4,0,2
2295,3,2019,2019,0,0,1,1,1,4,0,3,3,1,0
2296,3,2017,2018,0,0,0,1,0,3,2,4,4,1,0
2297,3,2015,2015,0,0,0,1,0,3,0,3,5,0,2
2298,3,2015,2016,0,0,0,1,0,3,3,3,5,0,2
2299,3,2017,2018,0,0,1,0,1,6,4,3,4,0,2
2300,3,2018,2018,0,0,0,1,1,3,3,4,5,0,2
2301,3,2017,2018,0,0,0,0,1,4,2,4,5,0,2
2302,3,2015,2016,0,0,0,0,1,2,0,4,5,0,2
2303,3,2015,2015,0,0,1,0,0,1,0,3,5,0,1
2304,3,2018,2018,0,0,1,0,1,6,0,3,5,0,2
2305,3,2017,2017,0,0,1,0,1,6,5,3,3,0,3
2306,3,2016,2017,0,0,1,0,1,6,6,2,3,1,0
2307,3,2018,2018,0,0,1,1,1,4,4,2,5,0,2
2308,3,2018,2018,0,0,1,1,1,4,4,2,4,0,2
2309,3,2018,2018,0,0,1,1,1,6,4,2,4,1,0
2310,3,2018,2018,0,0,1,1,0,3,4,2,5,0,2
2311,3,2016,2017,0,0,0,1,1,4,0,4,5,0,1
2312,3,2016,2017,0,0,0,1,1,4,0,4,5,0,1
2313,3,2016,2017,0,0,1,0,1,3,4,3,5,1,0
2314,3,2018,2019,0,0,0,1,1,6,2,3,4,0,2
2315,3,2015,2016,0,0,0,1,1,6,3,4,5,0,2
2316,3,2018,2018,0,0,1,0,1,6,0,4,5,0,1
2317,3,2015,2016,0,0,1,0,0,2,3,4,3,1,0
2318,3,2016,2016,0,0,1,0,0,1,1,6,4,0,1
2319,3,2016,2016,0,0,1,0,0,1,1,6,5,0,1
2320,3,2016,2016,0,0,1,0,1,6,0,3,3,0,2
2321,3,2017,2017,0,0,1,1,1,4,2,4,4,0,2
2322,3,2017,2017,0,0,1,0,0,1,2,4,4,0,1
2323,3,2017,2017,0,0,1,0,1,4,2,4,4,0,2
2324,3,2017,2017,0,0,1,0,0,2,2,4,5,0,2
2325,3,2017,2017,0,0,1,0,1,2,2,4,5,0,2
2326,3,2017,2017,0,0,1,0,0,1,2,4,4,0,1
2327,3,2015,2015,0,0,1,0,1,6,3,4,4,1,0
2328,3,2015,2015,0,1,1,0,0,2,2,3,5,0,2
2329,3,2016,2017,0,0,1,0,1,6,0,4,5,1,0
2330,3,2015,2015,0,0,1,0,0,2,2,7,5,0,1
2331,3,2015,2015,0,0,1,0,0,2,2,7,5,0,1
2332,3,2017,2017,0,0,1,0,0,2,3,4,5,0,2
2333,3,2015,2015,0,0,1,1,0,1,1,4,4,1,0
2334,3,2015,2015,0,0,1,1,1,4,1,4,4,1,0
2335,3,2015,2015,0,0,1,0,0,1,2,4,2,1,0
2336,3,2015,2015,0,0,1,0,0,2,2,4,3,1,0
2337,3,2015,2015,0,0,1,0,0,2,2,4,2,1,0
2338,3,2014,2015,0,0,1,0,0,1,1,3,4,1,0
2339,3,2015,2015,0,0,1,0,0,2,0,3,5,0,1
2340,3,2015,2015,0,0,1,0,0,1,2,3,5,0,1
2341,3,2015,2016,0,0,1,0,0,1,2,4,2,0,1
2342,3,2015,2015,0,0,1,0,0,2,2,4,2,0,2
2343,3,2014,2015,0,0,1,0,0,1,1,3,5,0,1
2344,3,2016,2016,0,0,1,0,0,1,1,3,5,0,1
2345,3,2015,2016,0,0,1,0,0,1,2,4,3,0,1
2346,3,2014,2015,0,0,1,0,0,1,0,3,5,0,1
2347,3,2014,2015,0,0,1,0,0,1,1,3,5,0,1
2348,3,2014,2015,0,0,1,0,0,1,1,3,5,0,1
2349,3,2016,2016,0,0,1,0,0,1,1,3,5,0,1
2350,3,2015,2015,0,0,1,0,0,1,0,4,2,0,1
2351,3,2018,2018,0,0,1,1,1,6,0,4,5,0,2
2352,3,2017,2017,0,0,1,0,1,6,0,4,4,0,2
2353,3,2016,2016,0,0,1,0,1,6,2,3,5,0,2
2354,3,2017,2018,0,0,1,1,1,4,0,4,4,0,2
2355,3,2017,2018,0,0,1,1,1,4,0,4,4,0,2
2356,3,2017,2019,0,0,1,0,1,3,2,4,5,0,1
2357,3,2018,2019,0,0,1,1,0,3,2,4,5,0,2
2358,3,2016,2018,0,0,1,0,1,4,0,2,5,0,3
2359,3,2014,2015,0,0,1,1,1,6,2,1,5,1,0
2360,3,2017,2018,0,0,1,1,0,1,3,4,4,0,3
2361,3,2017,2018,0,0,1,1,1,6,3,4,4,0,2
2362,3,2014,2015,0,0,1,1,0,1,3,4,5,0,2
2363,3,2015,2015,0,0,1,1,0,3,0,4,5,0,2
2364,3,2015,2015,0,0,1,0,0,3,3,3,4,0,2
2365,3,2015,2015,0,0,1,1,1,4,0,4,5,0,2
2366,3,2018,2018,0,0,1,0,1,5,5,4,4,0,3
2367,3,2018,2019,0,0,1,1,1,6,3,4,5,0,2
2368,3,2018,2019,0,0,1,0,0,1,2,4,4,0,2
2369,3,2019,2019,0,0,1,0,1,3,2,3,5,0,2
2370,3,2018,2019,0,0,1,0,0,1,4,4,3,0,3
2371,3,2018,2018,0,0,1,0,0,1,2,4,3,0,2
2372,3,2018,2019,0,0,1,0,0,1,3,4,4,0,3
2373,3,2018,2018,0,0,1,0,0,1,2,4,3,0,2
2374,3,2018,2018,0,0,1,0,0,1,2,3,5,0,2
2375,3,2018,2019,0,0,1,0,0,1,2,4,4,0,2
2376,3,2018,2018,0,0,1,0,0,1,3,4,4,0,2
2377,3,2018,2019,0,0,1,0,0,1,2,4,3,0,2
2378,3,2018,2019,0,0,1,0,0,1,2,4,3,0,2
2379,3,2018,2018,0,0,1,0,0,1,2,4,3,0,2
2380,3,2018,2018,0,0,1,0,1,2,0,4,4,0,1
2381,3,2018,2018,0,0,1,0,1,3,0,4,4,0,1
2382,3,2018,2019,0,1,1,0,1,5,0,4,5,0,1
2383,3,2018,2019,0,0,1,0,1,3,0,4,4,0,2
2384,3,2017,2018,0,0,1,0,1,3,3,4,5,0,2
2385,3,2016,2017,0,0,1,1,1,5,4,4,4,1,0
2386,3,2017,2017,0,0,1,1,1,6,3,4,3,0,1
2387,3,2018,2018,0,0,1,0,1,3,3,4,4,0,2
2388,3,2019,2019,0,0,1,0,1,2,2,3,5,0,2
2389,3,2018,2018,0,0,1,0,1,3,0,4,4,1,0
2390,3,2017,2017,0,0,1,1,0,3,0,3,4,0,3
2391,3,2017,2017,0,0,1,1,0,3,2,3,5,0,1
2392,3,2014,2015,0,0,1,0,0,1,2,1,5,0,1
2393,3,2017,2017,0,0,1,0,0,1,2,3,5,0,2
2394,3,2017,2017,0,0,1,0,0,1,2,3,5,0,2
2395,3,2017,2017,0,0,1,0,0,2,2,3,5,0,2
2396,3,2017,2017,0,0,1,0,0,2,2,3,5,0,2
2397,3,2015,2016,0,0,1,0,0,2,2,3,5,0,2
2398,3,2017,2017,0,0,1,0,0,2,2,3,5,0,2
2399,3,2017,2017,0,0,1,0,0,2,2,3,5,0,2
2400,3,2017,2017,0,0,1,0,0,2,2,3,5,0,2
2401,3,2017,2017,0,0,1,0,0,2,2,3,5,0,2
2402,3,2017,2017,0,0,1,0,0,2,2,3,5,0,2
2403,3,2015,2016,0,0,1,0,0,2,2,3,5,0,2
2404,3,2017,2017,0,0,1,0,0,2,2,3,5,0,2
2405,3,2017,2017,0,0,1,0,0,2,2,3,5,0,2
2406,3,2014,2015,0,0,1,0,0,1,2,1,5,0,1
2407,3,2015,2016,0,0,1,0,0,1,2,3,5,0,1
2408,3,2017,2017,0,0,1,0,0,1,2,1,5,0,1
2409,3,2016,2016,0,0,1,0,0,1,2,3,5,0,2
2410,3,2015,2015,0,0,1,0,0,1,2,1,5,0,1
2411,3,2015,2016,0,0,1,0,0,2,2,3,5,0,1
2412,3,2015,2016,0,0,1,0,0,2,2,3,5,0,2
2413,3,2015,2016,0,0,1,1,0,1,2,3,5,1,0
2414,3,2016,2017,0,0,1,1,0,1,0,3,5,0,3
2415,3,2016,2017,0,0,1,1,0,1,2,3,5,0,1
2416,3,2015,2016,0,0,1,0,0,1,4,1,5,0,2
2417,3,2017,2017,0,0,1,0,1,4,2,2,5,0,2
2418,3,2014,2015,0,0,1,0,1,4,2,1,5,1,0
2419,3,2014,2015,0,0,0,0,0,1,2,6,5,0,2
2420,3,2018,2019,0,0,1,0,1,4,0,4,4,0,2
2421,3,2018,2018,0,1,1,0,1,4,0,4,5,0,1
2422,3,2016,2017,0,0,1,0,1,5,2,2,5,1,0
2423,3,2015,2016,0,0,1,0,0,1,4,4,5,1,0
2424,3,2016,2017,0,0,1,0,1,3,2,4,5,0,2
2425,3,2015,2015,0,0,1,0,1,6,0,4,4,0,1
2426,3,2018,2018,0,0,1,0,1,3,2,3,5,0,2
2427,3,2019,2019,0,0,1,0,1,2,2,2,5,0,2
2428,3,2019,2019,0,0,1,0,1,3,2,2,5,0,2
2429,3,2019,2019,0,0,1,1,1,4,2,3,5,0,2
2430,3,2018,2018,0,0,1,0,1,3,2,4,3,0,2
2431,3,2017,2017,0,0,1,1,1,4,2,4,5,0,2
2432,3,2018,2019,0,0,1,0,1,3,2,1,4,0,1
2433,3,2018,2019,0,0,1,0,1,3,2,1,4,0,1
2434,3,2018,2019,0,0,1,1,1,3,2,1,4,0,1
2435,3,2019,2019,0,0,1,0,0,1,2,2,5,0,1
2436,3,2017,2017,0,0,1,0,1,4,2,3,5,0,2
2437,3,2018,2019,0,0,1,1,1,4,2,4,4,0,2
2438,3,2018,2019,0,0,1,1,1,6,0,1,5,0,2
2439,3,2018,2018,0,0,0,0,0,1,0,4,5,0,1
2440,3,2018,2018,0,0,0,0,0,1,0,4,5,0,2
2441,3,2018,2018,0,0,0,0,0,1,0,4,4,0,2
2442,3,2018,2018,0,0,1,0,0,1,0,4,5,0,2
2443,3,2018,2018,0,0,1,0,0,1,0,4,5,0,2
2444,3,2017,2017,0,0,1,0,0,1,2,4,5,0,2
2445,3,2015,2015,0,0,1,0,1,3,2,4,4,1,0
2446,3,2015,2016,0,0,1,0,1,3,0,4,5,0,2
2447,3,2015,2016,0,0,1,1,1,6,4,4,5,0,2
2448,3,2018,2019,0,0,1,0,1,3,0,4,4,0,1
2449,3,2015,2015,0,0,1,1,0,3,2,4,3,0,1
2450,3,2015,2015,0,0,1,0,1,4,2,4,4,0,2
2451,3,2017,2018,0,0,1,1,0,3,3,4,5,0,1
2452,3,2017,2017,0,0,1,0,0,1,0,4,4,1,0
2453,3,2014,2015,0,0,1,0,1,5,2,4,4,0,2
2454,3,2014,2015,0,0,1,0,1,5,2,4,4,0,2
2455,3,2016,2018,0,0,0,0,0,1,0,4,5,1,0
2456,3,2018,2019,0,0,1,1,1,6,4,4,5,0,2
2457,3,2018,2019,0,0,1,0,1,3,4,4,5,0,2
2458,3,2016,2016,0,0,1,0,1,2,3,4,5,0,2
2459,3,2017,2017,0,0,1,0,1,3,3,4,5,0,2
2460,3,2017,2018,0,0,1,1,1,5,2,4,4,0,2
2461,3,2016,2016,0,0,1,0,1,3,2,4,5,0,2
2462,3,2014,2015,0,1,1,0,0,1,2,4,5,1,0
2463,3,2016,2017,0,0,1,1,1,6,5,4,5,0,2
2464,3,2016,2017,0,0,1,1,1,6,5,4,5,0,2
2465,3,2018,2018,0,0,1,0,1,5,4,4,5,0,2
2466,3,2016,2017,0,0,1,1,1,6,5,4,5,0,2
2467,3,2017,2017,0,1,1,0,1,6,0,4,5,1,0
2468,3,2018,2018,0,0,1,0,0,2,2,7,5,0,2
2469,3,2015,2017,0,0,1,0,1,6,2,4,5,0,2
2470,3,2015,2015,0,0,0,0,1,6,3,3,5,0,2
2471,3,2015,2016,0,0,0,1,1,4,4,3,5,0,2
2472,3,2016,2017,0,0,0,0,0,2,2,4,5,0,2
2473,3,2018,2018,0,0,0,0,0,1,2,6,5,1,0
2474,3,2017,2017,0,0,0,1,1,5,2,3,3,1,0
2475,3,2018,2018,0,0,0,0,0,1,2,6,5,0,1
2476,3,2018,2018,0,0,0,0,0,1,2,6,5,0,1
2477,3,2018,2018,0,0,0,0,0,1,2,6,5,0,1
2478,3,2018,2018,0,0,0,0,0,1,2,6,5,0,1
2479,3,2016,2016,0,0,1,0,0,2,2,4,5,0,2
2480,3,2014,2015,0,0,0,0,1,3,3,4,4,0,2
2481,3,2015,2017,0,0,0,0,1,6,4,4,2,1,0
2482,3,2018,2018,0,0,0,0,0,1,0,4,5,1,0
2483,3,2016,2017,0,1,1,0,1,4,3,6,4,0,2
2484,3,2016,2016,0,0,0,0,0,1,2,2,3,0,2
2485,3,2016,2017,0,0,0,0,1,3,3,4,4,1,0
2486,3,2016,2016,0,0,0,0,1,6,6,3,5,0,1
2487,3,2016,2017,0,0,0,1,0,3,2,4,4,0,2
2488,3,2015,2015,0,0,0,0,1,4,0,4,4,0,1
2489,3,2015,2016,0,0,0,0,1,4,2,4,5,1,0
2490,3,2016,2016,0,0,0,0,0,2,0,6,5,0,2
2491,3,2019,2019,0,0,0,0,1,3,2,3,5,0,2
2492,3,2018,2019,0,0,0,1,0,3,2,4,4,0,2
2493,3,2017,2017,0,0,0,1,1,4,2,4,3,0,2
2494,3,2016,2017,0,1,1,0,1,3,0,3,5,0,1
2495,3,2015,2016,0,0,0,1,1,6,2,4,4,0,2
2496,3,2018,2019,0,0,0,1,1,3,4,3,5,0,2
2497,3,2015,2015,0,0,0,1,1,5,0,4,4,1,0
2498,3,2018,2018,0,0,0,0,1,6,0,4,4,0,1
2499,3,2015,2015,0,0,0,0,0,1,0,3,4,0,2
2500,3,2016,2016,0,0,0,1,1,4,0,4,5,0,1
2501,3,2018,2019,0,0,0,0,1,2,4,4,5,0,2
2502,3,2014,2015,0,0,0,1,1,3,0,4,3,0,2
2503,3,2014,2015,0,0,0,1,1,5,2,4,4,1,0
2504,3,2018,2019,0,0,0,0,0,1,2,4,5,1,0
2505,3,2017,2018,0,0,0,0,0,1,2,4,5,0,1
2506,3,2018,2018,0,0,0,0,0,1,2,4,5,0,2
2507,3,2018,2018,0,0,0,0,0,1,2,4,3,0,1
2508,3,2017,2018,0,0,0,0,0,1,2,4,3,1,0
2509,3,2015,2016,0,0,0,1,0,1,2,4,4,0,2
2510,3,2017,2017,0,0,0,0,1,3,3,2,5,0,1
2511,3,2018,2018,0,0,0,0,1,3,2,5,5,0,1
2512,3,2018,2018,0,0,0,0,1,3,2,3,5,0,2
2513,3,2015,2015,0,0,0,0,0,2,0,3,3,0,2
2514,3,2015,2015,0,0,0,1,1,6,0,3,3,0,2
2515,3,2018,2019,0,0,0,0,1,3,2,4,4,0,2
2516,3,2018,2019,0,0,1,0,0,1,2,3,5,0,2
2517,3,2016,2017,0,0,0,0,1,4,2,4,5,0,2
2518,3,2016,2017,0,0,0,0,1,3,2,4,5,1,0
2519,3,2016,2016,0,0,1,1,1,6,5,4,4,0,2
2520,3,2017,2017,0,0,1,0,1,3,0,4,5,0,2
2521,3,2016,2017,0,0,1,0,1,3,3,4,4,0,1
2522,3,2016,2016,0,0,1,1,1,6,2,4,5,1,0
2523,3,2018,2019,0,0,1,1,1,6,2,3,4,0,2
2524,3,2016,2016,0,0,1,1,1,4,3,3,5,0,2
2525,3,2016,2016,0,0,1,0,1,6,0,7,5,1,0
2526,3,2015,2015,0,0,1,0,0,2,0,7,3,0,2
2527,3,2015,2015,0,0,1,0,0,2,4,7,4,0,2
2528,3,2016,2016,0,0,1,0,0,2,3,7,4,1,0
2529,3,2017,2017,0,0,1,1,1,4,2,7,5,0,2
2530,3,2017,2017,0,0,1,1,0,3,3,7,5,0,2
2531,3,2017,2018,0,0,1,1,1,3,2,7,4,1,0
2532,3,2018,2018,0,0,1,1,1,4,2,7,5,0,2
2533,3,2018,2018,0,0,1,0,1,5,1,7,4,0,2
2534,3,2016,2016,0,0,1,1,1,6,2,4,3,0,2
2535,3,2017,2019,0,0,1,0,1,3,4,3,5,0,2
2536,3,2017,2018,0,0,1,1,1,3,5,3,4,0,2
2537,3,2015,2015,0,0,0,1,0,3,2,3,4,1,0
2538,3,2015,2015,0,0,0,0,0,1,2,3,4,1,0
2539,3,2015,2015,0,0,0,0,0,1,2,3,4,1,0
2540,3,2015,2017,0,0,1,1,1,6,2,3,5,0,2
2541,3,2018,2019,0,0,1,0,1,6,1,3,3,1,0
2542,3,2015,2017,0,0,1,1,1,4,4,3,4,1,0
2543,3,2015,2015,0,0,1,0,0,1,2,2,4,0,2
2544,3,2015,2015,0,0,1,1,1,5,3,3,5,0,2
2545,3,2016,2016,0,0,0,0,1,3,2,4,3,0,2
2546,3,2015,2015,0,0,0,0,1,3,2,4,3,0,1
2547,3,2016,2016,0,0,0,0,1,3,2,4,3,0,2
